Tweet Id,Text,Name,Screen Name,Created At,Favorites,Retweets,Language,Client,Tweet Type,Media Type,URLs,Hashtags,Mentions
1128177735459921921,"Keskellä Kaiku 9. Nykyisen Karhupuiston kohdalla (1912, Kaupunginmuseo, #helsinki) https://t.co/c6qgjFsImr",Signe Brander Bot,signebrander,Tue May 14 05:58:27 +0000 2019,13,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1128268332182966274,"Lastenpäivä 13.5.1913, juhlakulkue Pohjoisella Esplanaadikadulla (11.05.1913, Kaupunginmuseo, #helsinki) https://t.co/KHbqd8ZLce",Signe Brander Bot,signebrander,Tue May 14 11:58:27 +0000 2019,17,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1128313630930427910,"Katisten kartano (1913 - 1920, Museovirasto) https://t.co/4tsST80NOt",Signe Brander Bot,signebrander,Tue May 14 14:58:27 +0000 2019,14,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,0,0
1128356378098245632,@signebrander Viipurinkadun ja Porvoonkadun risteys kohti Kotkankatua (toukokuu 2019). Kotkankatua ei kuvassani käytännössä näy. Signen kuvassa näkyvistä rakennuksista ainoasta edelleen olemassa olevasta näkyy oikealla (Kotkankadulla) vain talon pääty. #SigneBrander2019 #Helsinki https://t.co/3ufyz2KsBm,Signe Brander Bot,signebrander,Tue May 14 17:48:19 +0000 2019,0,3,Finnish,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,Photo,0,2,1
1128358927870173184,"Havis Amanda -suihkukaivo Kauppatorilla paljastustilaisuuden jälkeen (1908, Kaupunginmuseo, #helsinki) https://t.co/KFHFMRUdnP",Signe Brander Bot,signebrander,Tue May 14 17:58:26 +0000 2019,28,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1128540123317116928,"Vanha rautatieasema (1909, Kaupunginmuseo, #helsinki) https://t.co/IDZNbwuaMY",Signe Brander Bot,signebrander,Wed May 15 05:58:27 +0000 2019,8,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1128585420495892480,"Unioninkatu 31, 38, 40 (1909, Kaupunginmuseo, #helsinki) https://t.co/ylNaJROZbV",Signe Brander Bot,signebrander,Wed May 15 08:58:27 +0000 2019,6,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1128630719138414593,"Albertinkatu 5. (1913, Kaupunginmuseo, #helsinki) https://t.co/LBHHsbK7Me",Signe Brander Bot,signebrander,Wed May 15 11:58:27 +0000 2019,12,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1128676023460089857,Königstedtin kartano (Museovirasto) https://t.co/WaFahhSFzu,Signe Brander Bot,signebrander,Wed May 15 14:58:28 +0000 2019,1,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,0,0
1128704601501446145,"@signebrander Herttoniemen kartanon huvimaja, jonka on suunnitellut C.L. Engel 
(1911, Museovirasto)

N60.1880328 E25.0421628
2019-0515-1814

- https://t.co/yRlOsuQoKf

#signebrander2019 https://t.co/n8gvXusU3E",Signe Brander Bot,signebrander,Wed May 15 16:52:01 +0000 2019,0,1,Finnish,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,Photo,1,1,1
1128721315899281409,"Vuorikatu 22, 24 (1907, Kaupunginmuseo, #helsinki) https://t.co/adIdPLafBr",Signe Brander Bot,signebrander,Wed May 15 17:58:26 +0000 2019,16,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1128737913410392064,"Vuorikatu 22, 24 (1907, Kaupunginmuseo, #helsinki). Alkuperäinen kuva @signebrander, värit #DeOldify https://t.co/8wYXLAWy4D",Signe Brander Bot,signebrander,Wed May 15 19:04:24 +0000 2019,0,5,Finnish,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,Photo,0,2,1
1128738098303598593,"Hausen Reinhold, 1907: Helsingin Muinaismuistolautakunta  ja valokuvaaja Signe Brander ""sunnuntairetkellä"" katsastamassa kuvauskoh... (HKM) https://t.co/9ta9aL9Ve8",Signe Brander Bot,signebrander,Wed May 15 19:05:08 +0000 2019,0,1,Finnish,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,Photo,0,0,0
1128902510570348544,"Vanha rautatieasema (1909, Kaupunginmuseo, #helsinki) https://t.co/wxfSm9BvwH",Signe Brander Bot,signebrander,Thu May 16 05:58:27 +0000 2019,9,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1128947807698726912,"Entisen Kaartin ruutikellarin tontilla Hietaniemessä sijaitseva asuinrakennus ja pihaa, nykyisen Hietaniemenkadun varrella Kr...(1908, HKM) https://t.co/C2UQZR9bYU",Signe Brander Bot,signebrander,Thu May 16 08:58:26 +0000 2019,13,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,0,0
1128993109554225154,"Laivurinkatu 33, 29, 25.  Kuvattu nykyisen Chydeniuksentien ja Juhani Ahon tien risteyksen kohdalta koilliseen. (1909, Kaupunginmuseo) https://t.co/W2rRBo2pBc",Signe Brander Bot,signebrander,Thu May 16 11:58:27 +0000 2019,8,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,0,0
1129034798536822785,"Entisen Kaartin ruutikellarin tontilla Hietaniemessä sijaitseva asuinrakennus ja pihaa, nykyisen Hietaniemenkadun varrella Kr...(1908, HKM). Alkuperäinen kuva @signebrander, värit #DeOldify https://t.co/6wYtfyxM9F",Signe Brander Bot,signebrander,Thu May 16 14:44:07 +0000 2019,0,8,Finnish,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,Photo,0,1,1
1129038406951026690,"Suur-Sarvilahden kartano Pernajassa (1910, Museovirasto) https://t.co/uXO1bA2oL7",Signe Brander Bot,signebrander,Thu May 16 14:58:27 +0000 2019,15,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,0,0
1129060586946531330,"Kysyin käyttäjältä @OsmaSuominen kuka näitä värittää. Sanoi ettei kukaan vaan tilin @varisigne takana on jokin keinotekoinen äly. Yhtä uskottavaa kuin se, että muka katsotte näitä kuvia puhelimella! https://t.co/NOe2PlH9rF",Signe Brander Bot,signebrander,Thu May 16 16:26:35 +0000 2019,56,14,Finnish,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,1,0,2
1129063972467073033,"Arvon visertäjät, tämä on puhelin. Ei puhelimella voi katsoa valokuvia. (n. 1889, Helsingin kaupunginmuseo) https://t.co/7PKL9QecDg",Signe Brander Bot,signebrander,Thu May 16 16:40:02 +0000 2019,42,2,Finnish,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reply,Photo,0,0,0
1129071629299068929,"12.6 klo 13.10–13.25 Signe Brander – Helsingin valokuvaaja (Aki Pohjankyrö, kaupunginmuseo) https://t.co/YQFzfb6Tqs",Signe Brander Bot,signebrander,Thu May 16 17:10:28 +0000 2019,3,0,Finnish,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tweet,,1,0,0
1129083706512150530,"Ruotsinkielinen kansakoulu Cygnaeusskolan, Ratakatu 8. Oppitunti luokkahuoneessa. (1913, Kaupunginmuseo, #helsinki) https://t.co/GDNHP2OLNE",Signe Brander Bot,signebrander,Thu May 16 17:58:27 +0000 2019,18,4,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1129264898180038657,"Sörnäisten rantatie 27 - 25.  Oy Silverbergin &amp; Wecksellin yhdistetyt Hattutehtaat. (1912, Kaupunginmuseo, #helsinki) https://t.co/MpnfVNy5Re",Signe Brander Bot,signebrander,Fri May 17 05:58:27 +0000 2019,7,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1129275389434585088,"@signebrander Konstantininkatu (Meritullikatu) 24, 22, 20, Elisabetinkatu (Liisankatu) 6. (1910, Kaupunginmuseo, #helsinki)

N60.17422 E24.9581567
2019-0515-1707

#signebrander2019 https://t.co/6aJoLisGnn",Signe Brander Bot,signebrander,Fri May 17 06:40:08 +0000 2019,0,2,Indonesian,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,Photo,0,2,1
1129310196176740352,"Suonionrinne 2 jo osaksi ajotiellä oleva rakennus. (1912, Kaupunginmuseo, #helsinki) https://t.co/zBjCifCDmk",Signe Brander Bot,signebrander,Fri May 17 08:58:26 +0000 2019,8,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1129355495234527232,"Itäinen Viertotie (1909, Kaupunginmuseo, #helsinki) https://t.co/vmKyYlh11y",Signe Brander Bot,signebrander,Fri May 17 11:58:27 +0000 2019,10,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1129400794724392960,"Saaren kartanon viljamakasiini Tammelassa (1913 - 1920, Museovirasto) https://t.co/eloYwj6GKU",Signe Brander Bot,signebrander,Fri May 17 14:58:27 +0000 2019,7,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,0,0
1129446093702479873,"Pieni Roobertinkatu 4 - 6. (1907, Kaupunginmuseo, #helsinki) https://t.co/L7BC77iY5R",Signe Brander Bot,signebrander,Fri May 17 17:58:27 +0000 2019,11,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1129627288612560896,"Maurinkatu 4, ns (1907, Kaupunginmuseo, #helsinki) https://t.co/fwpl4M11l9",Signe Brander Bot,signebrander,Sat May 18 05:58:27 +0000 2019,8,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1129672583606091776,"Turun kasarmi (1909, Kaupunginmuseo, #helsinki) https://t.co/luI5NkYZIR",Signe Brander Bot,signebrander,Sat May 18 08:58:26 +0000 2019,13,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1129717882651369472,"Panoraama Nikolainkirkon (nykyisen Tuomiokirkon) tornista pohjoiseen (1909, Kaupunginmuseo, #helsinki) https://t.co/GKSUnm7N9x",Signe Brander Bot,signebrander,Sat May 18 11:58:27 +0000 2019,11,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1129763184670326784,"Lauritsalan kartanon rakennuksia (1912, Museovirasto) https://t.co/rE9qndN9x5",Signe Brander Bot,signebrander,Sat May 18 14:58:27 +0000 2019,4,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,0,0
1129808479840026624,"Unioninkatu 3, 5, 7, Unioninkatu 4. (1930 -luku, Kaupunginmuseo, #helsinki) https://t.co/jEnmp0r3T6",Signe Brander Bot,signebrander,Sat May 18 17:58:27 +0000 2019,11,1,Indonesian,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1129989674968244224,"Kadunrakennustöitä nykyisen Perhonkadun kohdalla (1907, Kaupunginmuseo, #helsinki) https://t.co/CoKdzPI5gY",Signe Brander Bot,signebrander,Sun May 19 05:58:27 +0000 2019,10,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1130034972700676096,"Unioninkatu 6, 8, 10.  Palolaitoksen hevosambulanssi Unioninkatu 5 :n edessä. (1907, Kaupunginmuseo, #helsinki) https://t.co/Vp21rJwdBs",Signe Brander Bot,signebrander,Sun May 19 08:58:27 +0000 2019,31,5,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1130080272198901760,"Kustaankatu 4a, 3.  Kuvattu Helsinginkatu 9:n kohdalta luoteeseen. (1912, Kaupunginmuseo, #helsinki) https://t.co/ca07CYPqrB",Signe Brander Bot,signebrander,Sun May 19 11:58:27 +0000 2019,17,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1130125570866601984,"Kankaisten kartanon itäinen siipirakennus (1910-luku, Museovirasto) https://t.co/ywDxt6oTii",Signe Brander Bot,signebrander,Sun May 19 14:58:27 +0000 2019,6,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,0,0
1130141865901219841,"@signebrander Siltavuorensatama (1907, Kaupunginmuseo, #helsinki)  

N60.1762575 E24.9541186 
2019-0517-1907

https://t.co/sjJl5nEfWQ

#signebrander2019  #siltavuori #kruununhaka @P3KO @signebrander https://t.co/3xUFhyrDSE",Signe Brander Bot,signebrander,Sun May 19 16:03:12 +0000 2019,0,1,Finnish,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,Photo,1,4,3
1130170867760193538,"Eteläsatama, veneitä Kolera-altaassa (1910, Kaupunginmuseo, #helsinki) https://t.co/A8COY6YSXF",Signe Brander Bot,signebrander,Sun May 19 17:58:27 +0000 2019,20,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1130352062313717762,"Hämeentien silta (1909, Kaupunginmuseo, #helsinki) https://t.co/fZsMXoehdC",Signe Brander Bot,signebrander,Mon May 20 05:58:27 +0000 2019,17,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1130397359861579776,"Ruoholahdenranta (1912, Kaupunginmuseo, #helsinki) https://t.co/2weGeXzLF7",Signe Brander Bot,signebrander,Mon May 20 08:58:27 +0000 2019,8,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1130442658890039298,"Panoraama Kallion kirkon tornista pohjoiseen (1912, Kaupunginmuseo, #helsinki) https://t.co/HvJaoKPL4A",Signe Brander Bot,signebrander,Mon May 20 11:58:27 +0000 2019,28,3,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1130487960523149314,"Helsingin Kallion kirkkosali (1910-luku, Museovirasto) https://t.co/2BB4ODRUp4",Signe Brander Bot,signebrander,Mon May 20 14:58:27 +0000 2019,10,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,0,0
1130490569275387905,"@signebrander Kinaporinkatu 3, 5, 7 (helmikuu 2019) #SigneBrander2019 #Helsinki https://t.co/HJW89XTCSw",Signe Brander Bot,signebrander,Mon May 20 15:08:49 +0000 2019,0,1,Finnish,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,Photo,0,2,1
1130533255504191488,"Vallila 1b (1908, Kaupunginmuseo, #helsinki) https://t.co/S8wDg7Khd2",Signe Brander Bot,signebrander,Mon May 20 17:58:27 +0000 2019,14,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1130714449369866241,"Huvimaja ja näköalatorni Sompasaaressa (1907, Kaupunginmuseo, #helsinki) https://t.co/RYOg1t5Fjm",Signe Brander Bot,signebrander,Tue May 21 05:58:27 +0000 2019,12,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1130759749065170949,"Kirkkopuisto (nykyinen Lönnrothinpuistikko) 1. (1907, Kaupunginmuseo, #helsinki) https://t.co/586h9fQYkc",Signe Brander Bot,signebrander,Tue May 21 08:58:27 +0000 2019,13,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1130850352704544770,"Prinkkalan kartano (1913 - 1920, Museovirasto) https://t.co/iOLcZpmrjW",Signe Brander Bot,signebrander,Tue May 21 14:58:28 +0000 2019,7,0,Tagalog,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,0,0
1130876928670539778,@signebrander Kinaporinkatu 2 (– Vaasankatu 5) (toukokuu 2019) #SigneBrander2019 #Helsinki https://t.co/RbAVH3Zt0g,Signe Brander Bot,signebrander,Tue May 21 16:44:05 +0000 2019,0,2,Finnish,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,Photo,0,2,1
1130895643319443456,"Albertinkatu 20, 18.  Iso Roobertinkatu 41. (1909, Kaupunginmuseo, #helsinki) https://t.co/SuNsXkV7Lm",Signe Brander Bot,signebrander,Tue May 21 17:58:27 +0000 2019,17,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1131076836916637696,"Yrjönkatu 29, pihan puolelta. (1930 -luku, Kaupunginmuseo, #helsinki) https://t.co/8SNaG9SD2p",Signe Brander Bot,signebrander,Wed May 22 05:58:26 +0000 2019,11,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1131122135764733952,"Kulosaari (1908, Kaupunginmuseo, #helsinki) https://t.co/WbIyfymLNB",Signe Brander Bot,signebrander,Wed May 22 08:58:27 +0000 2019,12,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1131167434155675648,"Panoraama Kansallismuseon tornista itään (1908, Kaupunginmuseo, #helsinki) https://t.co/wtbwbn2vHq",Signe Brander Bot,signebrander,Wed May 22 11:58:27 +0000 2019,21,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1131212731368001536,"Mustilan kartanon päärakennus (1910, Museovirasto) https://t.co/kIItDgWbnt",Signe Brander Bot,signebrander,Wed May 22 14:58:26 +0000 2019,10,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,0,0
1131258030778126341,"Helsingin suomalais-ruotsalaisen seurakunnan kirkkoherranvirasto, Bulevardi 16 - Annankatu 14. Kanslia. (1913, Kaupunginmuseo, #helsinki) https://t.co/YKTZa0ITyU",Signe Brander Bot,signebrander,Wed May 22 17:58:26 +0000 2019,11,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1131262347388116992,"@signebrander Aleksanterinkatu 15, 13, 11, 9, 7 (toukokuu 2019) #SigneBrander2019 #Helsinki https://t.co/GaYKDazFLP",Signe Brander Bot,signebrander,Wed May 22 18:15:36 +0000 2019,0,2,Finnish,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Retweet,Photo,0,2,1
1131439225738543106,"Kivenhakkaajankatu 4. Iso Roobertinkatu 52:n kulma. (1930 -luku, Kaupunginmuseo, #helsinki) https://t.co/nh4SKMMsW6",Signe Brander Bot,signebrander,Thu May 23 05:58:27 +0000 2019,15,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1131484528680329216,"Vaasankatu 29, 27, 25, 23, 21. (1912, Kaupunginmuseo, #helsinki) https://t.co/ki1th7CgBZ",Signe Brander Bot,signebrander,Thu May 23 08:58:28 +0000 2019,22,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1131529821673205761,"Meilahti 24, 23, 21 ranta-alue (1908, Kaupunginmuseo, #helsinki) https://t.co/6RdTY4Gvuz",Signe Brander Bot,signebrander,Thu May 23 11:58:26 +0000 2019,14,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1131575124010950656,"Kankaisten kartanon polttimo (1910-luku, Museovirasto) https://t.co/JMIRwl9eX8",Signe Brander Bot,signebrander,Thu May 23 14:58:27 +0000 2019,10,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,0,0
1131620420086587392,"Bulevardi 7, 9. Pihakuva. (1914, Kaupunginmuseo, #helsinki) https://t.co/HzjiOZZbrr",Signe Brander Bot,signebrander,Thu May 23 17:58:27 +0000 2019,12,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1131801612547235840,"Vanha rautatieasema (1909, Kaupunginmuseo, #helsinki) https://t.co/y4u9rCRHXk",Signe Brander Bot,signebrander,Fri May 24 05:58:26 +0000 2019,14,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1131846912972349440,"Kaisaniemi (1912, Kaupunginmuseo, #helsinki) https://t.co/oA7nHOtpzk",Signe Brander Bot,signebrander,Fri May 24 08:58:27 +0000 2019,30,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1131892209631092736,"Lönnrothinkatu (nykyinen Suonionkatu) 2, 4, 6, 8. (1909, Kaupunginmuseo, #helsinki) https://t.co/vixRYdz7j4",Signe Brander Bot,signebrander,Fri May 24 11:58:26 +0000 2019,12,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,1,0
1131937507975860224,"Jokioisten kartano, päärakennus (1920, Museovirasto) https://t.co/nHytiQkO0d",Signe Brander Bot,signebrander,Fri May 24 14:58:26 +0000 2019,18,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,0,0,0
