Tweet Id,Text,Name,Screen Name,Created At,Favorites,Retweets,Language,Client,Tweet Type,Media Type,Media URLs,URLs,Hashtags,Mentions
975987252244484096,"Kanavatori 2 (Meritullinkatu 4, 6, 3), Konstantininkatu (Meritullinkatu) 2, 4. Kuva Aleksanterinkadun kulmasta. (1911, Kaupunginmuseo) https://t.co/emJZWRVy2e",Signe Brander Bot,signebrander,Tue Mar 20 06:47:48 +0000 2018,19,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DYtnO6jW4AESEhL.jpg ,0,0,0
976032554200465408,"Hakaniemenranta 1.  Nykyinen Hakaniemenkatu 1 - Viherniemenkatu 1. (1908, Kaupunginmuseo, #helsinki) https://t.co/qhmI9tru5j",Signe Brander Bot,signebrander,Tue Mar 20 09:47:49 +0000 2018,9,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DYuQb1qXkAAF2nG.jpg ,0,1,0
976077851391856640,"Perämiehenkatu 10, 12.  Pursimiehenkatu 29. (1907, Kaupunginmuseo, #helsinki) https://t.co/RyYDxZ4w1U",Signe Brander Bot,signebrander,Tue Mar 20 12:47:49 +0000 2018,25,5,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DYu5od_W4AEDm7E.jpg ,0,1,0
976123145047429120,"Hartolan vuonna 1693 valmistunut vanha kirkko (1900-luvun alku, Museovirasto) https://t.co/wU3wslE6FD",Signe Brander Bot,signebrander,Tue Mar 20 15:47:47 +0000 2018,8,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DYvi08JW4AAy6iJ.jpg ,0,0,0
976168446324076544,"Vallila 1a, Villa Vallgård (1908, Kaupunginmuseo, #helsinki) https://t.co/HFrBzehkB4",Signe Brander Bot,signebrander,Tue Mar 20 18:47:48 +0000 2018,7,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DYwMB01W0AEpwhg.jpg ,0,1,0
976349638830813184,"Mariankatu 24, 26, 28.  Sedmigradskyn pientenlastenkoulun, Mariankatu 24. (1907, Kaupunginmuseo, #helsinki) https://t.co/pmvQ72rAgX",Signe Brander Bot,signebrander,Wed Mar 21 06:47:48 +0000 2018,7,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DYyw0k3X0AAIBNF.jpg ,0,1,0
976394941357322240,"Aleksanterinkatu 52, piha. (1912, Kaupunginmuseo, #helsinki) https://t.co/CV3aQGinee",Signe Brander Bot,signebrander,Wed Mar 21 09:47:49 +0000 2018,11,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DYzaBhZW4AEfxcW.jpg ,0,1,0
976440235163836416,"Päärata ja rantarata erkanevat Pasilassa (1911, Kaupunginmuseo, #helsinki) https://t.co/RcQX3BfFi4",Signe Brander Bot,signebrander,Wed Mar 21 12:47:48 +0000 2018,25,6,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DY0DN-4X4AAC84i.jpg ,0,1,0
976485535370956800,"Mustion kartano järveltä kuvattuna (1910, Museovirasto) https://t.co/1685VGSnkw",Signe Brander Bot,signebrander,Wed Mar 21 15:47:48 +0000 2018,10,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DY0sazWX4AEsC0r.jpg ,0,0,0
976530831002030083,"Aleksanterinkatu 9. - Kluuvikatu 5. Aleksanterinkatu 7. (1907, Kaupunginmuseo, #helsinki) https://t.co/4UljLeVHnj",Signe Brander Bot,signebrander,Wed Mar 21 18:47:47 +0000 2018,16,4,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DY1VnWWW0AAaI-V.jpg ,0,1,0
976712028290240512,"Pohjoissatama (1909, Kaupunginmuseo, #helsinki) https://t.co/68ecsZQv6u",Signe Brander Bot,signebrander,Thu Mar 22 06:47:48 +0000 2018,13,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DY36ad3WAAAm03S.jpg ,0,1,0
976757326647525377,"Ruotsinkielinen kansakoulu Cygnaeusskolan, Ratakatu 8.  Oppilaita käytävässä juoma-altaalla. (1913, Kaupunginmuseo, #helsinki) https://t.co/GIIfFduDtr",Signe Brander Bot,signebrander,Thu Mar 22 09:47:48 +0000 2018,18,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DY4jnKDX0AA7tGv.jpg ,0,1,0
976802620802240512,"Lastenkodinkuja 2, 4. (1913, Kaupunginmuseo, #helsinki) https://t.co/TDkVj6jHrS",Signe Brander Bot,signebrander,Thu Mar 22 12:47:47 +0000 2018,8,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DY5Mzm2W4AAutap.jpg ,0,1,0
976847922854793217,"Israel Simonpoika Annalan vuonna 1694 rakentama Iin vanha puukirkko ja kellotapuli (1924, Museovirasto) https://t.co/MLLosOiiMW",Signe Brander Bot,signebrander,Thu Mar 22 15:47:48 +0000 2018,10,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DY52AjOWsAEHKcz.jpg ,0,0,0
976893225813397504,"Kaisaniemi (1912, Kaupunginmuseo, #helsinki) https://t.co/kUgZgWeXtZ",Signe Brander Bot,signebrander,Thu Mar 22 18:47:49 +0000 2018,10,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DY6fNdwWsAQ4_yi.jpg ,0,1,0
977074413102338048,"Albertinkatu 26, piha. (1908, Kaupunginmuseo, #helsinki) https://t.co/gVm7AhFRR3",Signe Brander Bot,signebrander,Fri Mar 23 06:47:47 +0000 2018,8,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DY9EACnX4AAr8bH.jpg ,0,1,0
977119717365309440,"Viikki, Viikinmäki (1913, Kaupunginmuseo, #helsinki) https://t.co/vsr7hyFCOI",Signe Brander Bot,signebrander,Fri Mar 23 09:47:49 +0000 2018,6,3,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DY9tNDVXUAAEiGQ.jpg ,0,1,0
977165008294596608,"Keisari Aleksanteri II:n muistopatsas, jalusta kukitettuna Helmikuun manifestin johdosta Aleksanteri II:n kuoleman muis...(13.03.1899, HKM) https://t.co/agF0QpQagq",Signe Brander Bot,signebrander,Fri Mar 23 12:47:47 +0000 2018,6,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DY-WZXiX4AMvwpx.jpg ,0,0,0
977210306320625665,"Koskenhovin kartano (ennen 1920, Museovirasto) https://t.co/IwQwJaT4Ku",Signe Brander Bot,signebrander,Fri Mar 23 15:47:47 +0000 2018,6,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DY-_mChX4AArlzs.jpg ,0,0,0
977255610612887552,"Kaisaniemen lammikko (1907, Kaupunginmuseo, #helsinki) https://t.co/8JY8C8SzbN",Signe Brander Bot,signebrander,Fri Mar 23 18:47:48 +0000 2018,17,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DY_ozF7WsAI8asJ.jpg ,0,1,0
977436800011722754,"Taustalla Alppikatu 9, 7.  Näköala Helsinginkatu 37:n kohdalta etelään. (1911, Kaupunginmuseo, #helsinki) https://t.co/sco3vgy1vN",Signe Brander Bot,signebrander,Sat Mar 24 06:47:47 +0000 2018,14,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZCNluwXkAADcHx.jpg ,0,1,0
977482099103059968,"Vaasankatu 9. Pengerkatu 30 (= Kinaporinkatu 2) (1908, Kaupunginmuseo, #helsinki) https://t.co/Jm0JxmgUq2",Signe Brander Bot,signebrander,Sat Mar 24 09:47:47 +0000 2018,15,0,Indonesian,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZC2ye8WkAEx3a6.jpg ,0,1,0
977527398043406336,"Vanha rautatieasema (1909, Kaupunginmuseo, #helsinki) https://t.co/N0tuSROvJl",Signe Brander Bot,signebrander,Sat Mar 24 12:47:47 +0000 2018,6,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZDf_LwWsAMndOR.jpg ,0,1,0
977572698686664704,"Kuljun kartano (1911, Museovirasto) https://t.co/YaGf0iVvEu",Signe Brander Bot,signebrander,Sat Mar 24 15:47:48 +0000 2018,13,0,Undetermined,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZEJMB9XkAALub0.jpg ,0,0,0
977617998222708737,"Maurinkatu 4, pihan puolelta. (1907, Kaupunginmuseo, #helsinki) https://t.co/RvG41PsPm2",Signe Brander Bot,signebrander,Sat Mar 24 18:47:48 +0000 2018,11,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZEyYylWkAEplzC.jpg ,0,1,0
977784089133625345,"Ensimmäisten yksikamaristen valtiopäivien avajaiset 25.5.1907 (25.05.1907, Kaupunginmuseo, #helsinki) https://t.co/KkY4akOBQU",Signe Brander Bot,signebrander,Sun Mar 25 05:47:47 +0000 2018,12,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZHJcoaWkAA9gc6.jpg ,0,1,0
977829385641320448,"Albertinkatu 20, 18.  Iso Roobertinkatu 41. (1909, Kaupunginmuseo, #helsinki) https://t.co/wJRBLQtpO9",Signe Brander Bot,signebrander,Sun Mar 25 08:47:47 +0000 2018,10,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZHypOdX0AEJ-IA.jpg ,0,1,0
977874688771809282,"Pasilan veturitallit (1911, Kaupunginmuseo, #helsinki) https://t.co/9dHiqQYOiU",Signe Brander Bot,signebrander,Sun Mar 25 11:47:48 +0000 2018,28,6,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZIb2MGWAAAv5bo.jpg ,0,1,0
977919981856919553,"Kiiskilän kartanon julkisivu doorilaisine pylväineen, Viipurin maalaiskunta (1912, Museovirasto) https://t.co/irlDaqrHdU",Signe Brander Bot,signebrander,Sun Mar 25 14:47:47 +0000 2018,10,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZJFCn_XkAAoMjI.jpg ,0,0,0
977965283208986624,"Panoraama Kallion kirkon tornista luoteeseen (1912, Kaupunginmuseo, #helsinki) https://t.co/vNAQ8faDxo",Signe Brander Bot,signebrander,Sun Mar 25 17:47:47 +0000 2018,17,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZJuPbOWsAA6run.jpg ,0,1,0
978146483634606080,"Konstantininkatu (= Meritullinkatu ) 30, 32. Maitomyyntiä reestä (1907, Kaupunginmuseo, #helsinki) https://t.co/JSoFcUDEhS",Signe Brander Bot,signebrander,Mon Mar 26 05:47:49 +0000 2018,8,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZMTCwbW4AEqyxD.jpg ,0,1,0
978191774412955648,"Eläintarhantie ja Eläintarhanlahti (1911, Kaupunginmuseo, #helsinki) https://t.co/UBLHjT7Wl4",Signe Brander Bot,signebrander,Mon Mar 26 08:47:47 +0000 2018,12,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZM8O_tXUAAHEiI.jpg ,0,1,0
978237074720591872,"Neitsytpolku 1, 3, 5.  Puistokatu 11. (1910, Kaupunginmuseo, #helsinki) https://t.co/Opew7r8ECV",Signe Brander Bot,signebrander,Mon Mar 26 11:47:48 +0000 2018,7,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZNlb1CX4AEEL6V.jpg ,0,1,0
978282373589630976,"näkymä Laukon kartanon katolta (1911, Museovirasto) https://t.co/RRTUaPJtNl",Signe Brander Bot,signebrander,Mon Mar 26 14:47:48 +0000 2018,7,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZOOoliW0AANwlH.jpg ,0,0,0
978327675512254464,"Fabianinkatu 4, 6. Liikehuoneita, mm (1930 -luku, Kaupunginmuseo, #helsinki) https://t.co/mRTf3EgouW",Signe Brander Bot,signebrander,Mon Mar 26 17:47:48 +0000 2018,10,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZO31e6W4AQoAcp.jpg ,0,1,0
978508866936885249,"Villa Arkadia (1908, Kaupunginmuseo, #helsinki) https://t.co/2pKlMnzp3k",Signe Brander Bot,signebrander,Tue Mar 27 05:47:48 +0000 2018,9,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZRcoQrX0AEJvtG.jpg ,0,1,0
978554162182066176,"Kadunrakennustöitä Viidennellä linjalla. (1911, Kaupunginmuseo, #helsinki) https://t.co/4S4fDA5xjb",Signe Brander Bot,signebrander,Tue Mar 27 08:47:47 +0000 2018,13,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZSF0xwXcAAY_w_.jpg ,0,1,0
978599462619832321,"Pääpaloasema, Korkeavuorenkatu 26. Mekaaniset palotikkaat vuodelta 1909. (1909, Kaupunginmuseo, #helsinki) https://t.co/ORoaaQuFNv",Signe Brander Bot,signebrander,Tue Mar 27 11:47:48 +0000 2018,10,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZSvBloXUAAdDhh.jpg ,0,1,0
978644761329459200,"Ahvenkosken kartanon työhuone (1912, Museovirasto) https://t.co/YHMmLolvqm",Signe Brander Bot,signebrander,Tue Mar 27 14:47:48 +0000 2018,4,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZTYOWGW0AEEAlV.jpg ,0,0,0
978690063398834178,"Munkkisaarenkatu 6, 4, 2 (1910, Kaupunginmuseo, #helsinki) https://t.co/Fwl240nTTR",Signe Brander Bot,signebrander,Tue Mar 27 17:47:48 +0000 2018,11,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZUBbMuW0AAmLhr.jpg ,0,1,0
978871251778396160,"Eteläsatama, veneitä Kolera-altaassa (1910, Kaupunginmuseo, #helsinki) https://t.co/OMjHPkSGQe",Signe Brander Bot,signebrander,Wed Mar 28 05:47:47 +0000 2018,27,3,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZWmNyVXkAQLZ4S.jpg ,0,1,0
978916551523995648,"Hallituskatu 11, 13 (1907, Kaupunginmuseo, #helsinki) https://t.co/67ZoXDFrtT",Signe Brander Bot,signebrander,Wed Mar 28 08:47:47 +0000 2018,1,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZXPajoWkAA5tWf.jpg ,0,1,0
979007148603707392,"kuningas Kustaa III:n makuuhuone Fagervikin kartanossa (1910, Museovirasto) https://t.co/ZXwjpCIJ1q",Signe Brander Bot,signebrander,Wed Mar 28 14:47:47 +0000 2018,14,3,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZYhz-2W4AELjLa.jpg ,0,0,0
979052452161966080,"Huvilatie 22b (1910, Kaupunginmuseo, #helsinki) https://t.co/Sft0HTq83d",Signe Brander Bot,signebrander,Wed Mar 28 17:47:49 +0000 2018,6,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZZLBBwX4Akka8P.jpg ,0,1,0
979233640986144768,"Etu-Töölö, Fjelldalin huvila-alue (1908, Kaupunginmuseo, #helsinki) https://t.co/NV4FU4QHXA",Signe Brander Bot,signebrander,Thu Mar 29 05:47:47 +0000 2018,5,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZbvznCWsAAN1YK.jpg ,0,1,0
979278939314061312,"Punavuorenkatu 19a, 19b, 21, 23. (1907, Kaupunginmuseo, #helsinki) https://t.co/jpPpAq0M0u",Signe Brander Bot,signebrander,Thu Mar 29 08:47:47 +0000 2018,11,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZcZAWCX0AAxLc-.jpg ,0,1,0
979324243971371008,"Läntinen Viertotie 21, 23, 56 - 66 (nykyinen Mannerheimintie 31, 33, 84 - 92) (1908, Kaupunginmuseo, #helsinki) https://t.co/usMnVIjBpw",Signe Brander Bot,signebrander,Thu Mar 29 11:47:49 +0000 2018,14,2,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZdCNVWXcAANRJw.jpg ,0,1,0
979369541519265792,"Viikin kartano Pirkkalassa (1911, Museovirasto) https://t.co/cVklHgr4me",Signe Brander Bot,signebrander,Thu Mar 29 14:47:49 +0000 2018,10,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZdraFjXUAA1wGx.jpg ,0,0,0
979414839146831881,"Puro Eläintarhassa (1912, Kaupunginmuseo, #helsinki) https://t.co/UA0UbvVFrq",Signe Brander Bot,signebrander,Thu Mar 29 17:47:48 +0000 2018,16,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZeUmwNXcAE9Ql6.jpg ,0,1,0
979596029149540352,"Vanha rautatieasema (1909, Kaupunginmuseo, #helsinki) https://t.co/m59pDWwybb",Signe Brander Bot,signebrander,Fri Mar 30 05:47:48 +0000 2018,12,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZg5ZaaX4AACUH8.jpg ,0,1,0
979641330790957056,"Pihakuva (1930 -luku, Kaupunginmuseo, #helsinki) https://t.co/piU12xGWVL",Signe Brander Bot,signebrander,Fri Mar 30 08:47:48 +0000 2018,2,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZhimQeWsAAgIIZ.jpg ,0,1,0
979686632340193280,"Yrjönkatu 17, 19, 21, 23. (1907, Kaupunginmuseo, #helsinki) https://t.co/zcPDmZB6uE",Signe Brander Bot,signebrander,Fri Mar 30 11:47:49 +0000 2018,14,1,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZiLzKaXkAMY4rB.jpg ,0,1,0
979731924192284673,"Haminanlahden kartano Kuopion Haminanlahden kylässä (ennen 1910, Museovirasto) https://t.co/dRL03rv8Ea",Signe Brander Bot,signebrander,Fri Mar 30 14:47:47 +0000 2018,7,3,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZi0_hvWsAAZMgF.jpg ,0,0,0
979777225372438528,"Etu-Töölö, Bergan huvila-alue (1912, Kaupunginmuseo, #helsinki) https://t.co/Jym436lwXI",Signe Brander Bot,signebrander,Fri Mar 30 17:47:48 +0000 2018,20,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZjeMaRXUAAuTfS.jpg ,0,1,0
980003713090838528,"Lönnrothinkatu (nykyinen Suonionkatu) 2, 4, 6, 8. (1909, Kaupunginmuseo, #helsinki) https://t.co/OdAF0dOpwI",Signe Brander Bot,signebrander,Sat Mar 31 08:47:47 +0000 2018,10,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZmsLvRWAAAsOWW.jpg ,0,1,0
980049020918919168,"Aleksanterinkatu 18. Sederholmin talo, vieressä Remanderin talo (1909, Kaupunginmuseo, #helsinki) https://t.co/tGIMH9UAQC",Signe Brander Bot,signebrander,Sat Mar 31 11:47:49 +0000 2018,12,0,Finnish,"<a href=""http://www.whatthehelsinki.com"" rel=""nofollow"">Signe Brander Bot</a>",Tweet,Photo,https://pbs.twimg.com/media/DZnVYiSW4AEK9dD.jpg ,0,1,0
